Timestamp,Data
2023-08-02 14:14:47.244174,AcX	AcY	AcZ	GyX	GyY	GyZ
2023-08-02 14:14:52.143118,-3402	-1112	4803	-222	-4152	-3368
2023-08-02 14:14:52.179868,-1716	-426	4512	-326	-3278	-2893
2023-08-02 14:14:52.213327,-500	-384	4279	-362	-702	-3984
2023-08-02 14:14:52.250350,-1292	-810	4225	-1015	1692	-4845
2023-08-02 14:14:52.282933,-646	-579	3831	-737	5358	-5590
2023-08-02 14:14:52.315859,722	104	7390	-1014	3619	-5734
2023-08-02 14:14:52.344905,146	393	5810	-817	1982	-5567
2023-08-02 14:14:52.376998,-1029	292	4745	-838	1195	-5484
2023-08-02 14:14:52.410210,-1048	66	4095	-681	789	-4432
2023-08-02 14:14:52.442362,-180	266	4538	-159	-102	-2829
2023-08-02 14:14:52.471274,179	395	4975	-292	167	-1189
2023-08-02 14:14:52.499877,-67	433	5388	-318	-106	489
2023-08-02 14:14:52.528749,-116	423	4993	-137	14	2474
2023-08-02 14:14:52.561746,-173	301	4559	-109	-24	3869
2023-08-02 14:14:52.586276,79	-84	4973	-205	85	4203
2023-08-02 14:14:52.614281,146	-259	4753	-190	26	4041
2023-08-02 14:14:52.647275,165	-276	4864	-256	-41	16381
2023-08-02 14:14:52.676418,198	-221	4772	-202	-46	3642
2023-08-02 14:14:52.708975,344	-198	4770	-167	-68	3219
2023-08-02 14:14:52.737876,440	-246	4914	-117	-43	2406
2023-08-02 14:14:52.765875,535	-137	4886	-73	72	1632
2023-08-02 14:14:52.795373,295	-117	4513	-108	-5	716
2023-08-02 14:14:52.823457,205	-43	4676	270	-488	-231
2023-08-02 14:14:52.848351,90	5	4824	-112	181	-772
2023-08-02 14:14:52.876469,112	30	4747	237	-439	-916
2023-08-02 14:14:52.905900,-996	15	4349	-603	463	-687
2023-08-02 14:14:52.933904,-336	146	4412	-365	338	-194
2023-08-02 14:14:52.967077,-850	-51	4973	-477	349	667
2023-08-02 14:14:52.995534,-939	-24	4863	-328	203	1293
2023-08-02 14:14:53.028542,-509	-108	4724	-190	-414	1726
2023-08-02 14:14:53.060600,-1858	-457	5021	159	-685	1949
2023-08-02 14:14:53.090120,-1416	-705	4857	-626	733	2094
2023-08-02 14:14:53.122279,-1003	-543	4037	-510	530	1841
2023-08-02 14:14:53.155227,-1578	-267	4573	-768	201	1414
2023-08-02 14:14:53.188334,-615	-357	5343	-241	-528	1129
2023-08-02 14:14:53.220449,-1616	-575	5170	162	-359	744
2023-08-02 14:14:53.249400,-1820	-764	3998	9	-483	192
2023-08-02 14:14:53.281516,-612	-589	4545	-229	1091	-152
2023-08-02 14:14:53.311020,-838	-703	4632	-175	470	-437
2023-08-02 14:14:53.343950,-708	-476	4589	-473	343	-817
2023-08-02 14:14:53.376114,-602	-371	5196	-433	-387	-1087
2023-08-02 14:14:53.408797,-173	-632	4932	83	-811	-1091
2023-08-02 14:14:53.437781,-892	-730	5285	-68	64	-1333
2023-08-02 14:14:53.466935,-784	-437	4204	145	483	-1507
2023-08-02 14:14:53.499596,-468	-154	5380	249	159	-1562
2023-08-02 14:14:53.527686,-33	84	5564	-160	-561	-1394
2023-08-02 14:14:53.560592,-343	-210	4608	-361	-6	-1034
2023-08-02 14:14:53.589116,-663	-175	3628	43	-511	-642
2023-08-02 14:14:53.622116,-435	-343	4260	360	-242	-48
2023-08-02 14:14:53.651138,554	-129	5147	-150	977	501
2023-08-02 14:14:53.675596,-106	59	4567	141	612	819
2023-08-02 14:14:53.704264,-68	121	5172	-370	29	1084
2023-08-02 14:14:53.737182,-1892	172	4963	-625	-257	1424
2023-08-02 14:14:53.769849,-1277	169	4435	-506	-491	1759
2023-08-02 14:14:53.802186,-958	-293	4753	-109	235	2113
2023-08-02 14:14:53.831142,-817	-363	4761	-216	762	2405
2023-08-02 14:14:53.864144,-2769	-440	4684	-2	770	2437
